"","X","Gene","Yap_2021","Tyssowski_2018","Hrvatin_2018","n_Yap_methods","na_sums"
"1459",1459,"Csf2ra","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1460",1460,"Gm29824","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1461",1461,"Gm35248","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1462",1462,"Ldhd","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1463",1463,"Gm41308","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1464",1464,"Hcrtr1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1465",1465,"Zfp219","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1466",1466,"Gm34150","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1467",1467,"Gm11568","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1468",1468,"Gm12576","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1469",1469,"Gm34342","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1470",1470,"Pla2g2c","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1471",1471,"Rsrc1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1472",1472,"Ube2g2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs",1,2
"1473",1473,"Dzip3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1474",1474,"Gm41668","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1475",1475,"Gm30944","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1476",1476,"C330027C09Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1477",1477,"2610035F20Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1478",1478,"Fbxl19","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1479",1479,"Gm32766","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1480",1480,"Gm26871","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1481",1481,"Gm39359","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1482",1482,"Zfp180","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1483",1483,"Map3k12","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1484",1484,"Scarna13","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1485",1485,"Dreh","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1486",1486,"Gm31097","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1487",1487,"Tial1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1488",1488,"Peg3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1489",1489,"Meig1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1490",1490,"Hoxa13","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1491",1491,"Mnt","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1492",1492,"Gad1os","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1493",1493,"Irx5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1494",1494,"Usp29","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1495",1495,"Gm32816","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1496",1496,"Fbxo16","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1497",1497,"Gm11992","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1498",1498,"Tbx2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1499",1499,"Mir3069","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1500",1500,"Mir7043","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1501",1501,"Cass4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1502",1502,"Shox2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1503",1503,"Gm34621","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1504",1504,"Mir744","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1505",1505,"Mc4r","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1506",1506,"Gm41249","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1507",1507,"4930404K13Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1508",1508,"Gm30448","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1509",1509,"Dlx1as","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1510",1510,"Gm29398","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1511",1511,"Spink8","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1512",1512,"4930452N14Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1513",1513,"Eif4e3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1514",1514,"Mir466k","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1515",1515,"Hnf1b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1516",1516,"Nkx6-1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1517",1517,"Nim1k","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1518",1518,"2610027K06Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1519",1519,"8430419K02Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1520",1520,"Btg3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1521",1521,"9330154J02Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1522",1522,"Il7r","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1523",1523,"Gm42132","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1524",1524,"Gm31510","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1525",1525,"Tnfaip8l3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1526",1526,"1700047M11Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1527",1527,"Slc32a1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1528",1528,"Gm30524","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1529",1529,"Gm40290","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1530",1530,"Gm14204","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1531",1531,"Cfap161","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1532",1532,"AA623943","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1533",1533,"Sun3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1534",1534,"Gm34664","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1535",1535,"Gm33357","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1536",1536,"Gm35222","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1537",1537,"Gm36496","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1538",1538,"4930440I19Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1539",1539,"Gm32517","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1540",1540,"Pde6b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1541",1541,"Gm41077","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1542",1542,"Ak4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1543",1543,"Fhad1os2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1544",1544,"Gm39903","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1545",1545,"Gm33800","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1546",1546,"Dlx6","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1547",1547,"Tbx4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1548",1548,"Gm33496","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1549",1549,"Atp13a3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1550",1550,"LOC108168226","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1551",1551,"Gm35520","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1552",1552,"Gm20110","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1553",1553,"Sfxn1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1554",1554,"Snord47","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1555",1555,"Gm41907","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1556",1556,"Tagln3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1557",1557,"Gm3279","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1558",1558,"Shc3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1559",1559,"1700039I01Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1560",1560,"Zfp697","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1561",1561,"Gm35099","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1562",1562,"Gm11468","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1563",1563,"Mir129-2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1564",1564,"Gm15509","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1565",1565,"Spata16","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1566",1566,"Gcnt7","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1567",1567,"Arhgap17","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1568",1568,"Gm40671","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1569",1569,"Mir129b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1570",1570,"Il1a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1571",1571,"Piezo1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1572",1572,"Hmx2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1573",1573,"Gm41979","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1574",1574,"2700012I20Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1575",1575,"Gm41183","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1576",1576,"Gm35434","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1577",1577,"Gm13546","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1578",1578,"Gm40130","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1579",1579,"Gm35652","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1580",1580,"3110015C05Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1581",1581,"Pex5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1582",1582,"Fzd3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1583",1583,"Gm33152","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1584",1584,"Anxa3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs",1,2
"1585",1585,"Gm40108","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1586",1586,"Gm31069","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1587",1587,"Lrrc10b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1588",1588,"LOC108168786","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1589",1589,"Otx2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1590",1590,"Ankrd46","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1591",1591,"Gm40259","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1592",1592,"Sh2d5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1593",1593,"Tlr5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1594",1594,"Gm40597","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1595",1595,"Gm42296","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1596",1596,"Gm39070","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1597",1597,"LOC108167738","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1598",1598,"LOC101056032","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1599",1599,"4930532M18Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1600",1600,"Mir128-2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1601",1601,"Evx2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1602",1602,"BC030867","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1603",1603,"Mir6402","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1604",1604,"Gm9895","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1605",1605,"Gm35186","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1606",1606,"Gm31906","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1607",1607,"Gm32542","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1608",1608,"Gm31790","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1609",1609,"Mir215","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1610",1610,"Cldn18","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1611",1611,"Gm36431","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1612",1612,"Gm29230","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1613",1613,"Twist1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1614",1614,"A330069K06Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1615",1615,"2900060L22Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1616",1616,"I830077J02Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1617",1617,"Sft2d2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1618",1618,"Gm29571","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1619",1619,"Gm31939","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1620",1620,"Ccdc86","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1621",1621,"Gm8493","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1622",1622,"Intu","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1623",1623,"Dnttip1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1624",1624,"Spns2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1625",1625,"Gm38543","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1626",1626,"Smlr1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1627",1627,"Tas2r119","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1628",1628,"Ccdc185","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1629",1629,"Gm32391","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1630",1630,"Mir194-1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1631",1631,"Adck4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1632",1632,"Slc6a5","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1633",1633,"Gm35967","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1634",1634,"Psenen","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1635",1635,"Wfdc3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1636",1636,"Mirlet7c-1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1637",1637,"Mir6400","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1638",1638,"1110032A03Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1639",1639,"Gm33585","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1640",1640,"Gm40912","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1641",1641,"Gm12916","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1642",1642,"Gas2l1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1643",1643,"Pkm","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1644",1644,"C030004G16Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1645",1645,"LOC102642435","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1646",1646,"Gm31746","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1647",1647,"Gm33880","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1648",1648,"U2af1l4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1649",1649,"LOC108168876","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1650",1650,"Gm30663","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1651",1651,"Gm34848","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1652",1652,"Nup107","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1653",1653,"Tmem38b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1654",1654,"B130024G19Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1655",1655,"LOC105246307","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1656",1656,"Gm31552","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1657",1657,"LOC105246571","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1658",1658,"A830019L24Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1659",1659,"Atp1b1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1660",1660,"Dlx2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1661",1661,"Smad3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1662",1662,"Nudt13","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1663",1663,"E030030I06Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1664",1664,"Dnajb14","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1665",1665,"Gm41250","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1666",1666,"LOC105243139","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1667",1667,"Gm30444","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1668",1668,"Ttc6","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1669",1669,"Dgkg","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1670",1670,"Gm35712","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1671",1671,"Gm31147","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1672",1672,"Dlx6os2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1673",1673,"Sox30","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1674",1674,"Gm34496","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1675",1675,"Gm35431","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1676",1676,"4930447F24Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1677",1677,"Rasl10a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1678",1678,"Gm15991","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1679",1679,"Plod2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1680",1680,"Fscn1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1681",1681,"Gm39031","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
